782.7997175689477,993.1019401411786,829.5692345689015,1007.7174209608792,777.4307654310985,1010.2825790391208,824.2002824310523,1024.8980598588214,###
758.1442629527025,345.8383071671464,928.53121069759,276.3812122222741,769.46878930241,373.6187877777259,939.8557370472975,304.1616928328536,###
765.2227314544646,383.4281822736729,810.9566808252401,365.83824552133245,772.0433191747599,401.16175447866755,817.7772685455354,383.5718177263271,###
756.9302404803223,422.68477929500835,881.749002956407,382.9195113600536,767.250997043593,455.0804886399464,892.0697595196777,415.31522070499165,###
762.9571504790376,461.8189872033606,859.7850060517975,433.08979673128573,769.2149939482025,482.91020326871427,866.0428495209624,454.1810127966394,###
760.1938783989604,498.69130806752725,931.9290230939251,460.1810486994118,768.0709769060749,533.8189513005882,939.8061216010396,495.30869193247275,###
762.2212660676194,543.3987677993593,859.2966069690149,519.3908901572638,768.7033930309851,569.6091098427362,865.7787339323806,545.6012322006407,###
757.5037021732296,580.5803049680344,942.845192071475,555.730111361171,762.154807928525,615.269888638829,947.4962978267704,590.4196950319656,###
758.8079286730252,624.0438013981575,856.834124867235,610.1922722517311,762.165875132765,647.8077277482689,860.1920713269748,633.9561986018425,###
758.2309201115296,689.0643229492746,926.0361698117313,680.9774092578251,759.9638301882687,725.0225907421749,927.7690798884704,716.9356770507254,###
757.87778510996,730.5115122124613,851.8722328120534,729.4898463285158,758.1277671879466,753.5101536714842,852.12221489004,752.4884877875387,###
755.8001504114857,766.9767961221287,857.7186469255863,771.0535679216378,754.2813530744137,804.9464320783622,856.1998495885143,809.0232038778713,###
754.9120617577792,810.0003262349347,847.7149126011575,816.0526708501786,753.2850873988425,834.9473291498214,846.0879382422208,840.9996737650653,###
805.4659499133285,856.4039621272672,854.8968868376872,863.9260944566048,801.1031131623128,885.0739055433952,850.5340500866715,892.5960378727328,###
803.0438102172277,891.4589652493735,876.1713624406297,902.7886212818232,799.8286375593703,912.2113787181768,872.9561897827723,923.5410347506265,###
