1,177,16,177,1,402,16,402,
17,177,32,177,17,402,32,402,
33,177,48,177,33,402,48,402,
49,177,64,177,49,402,64,402,
65,177,80,177,65,402,80,402,
81,177,96,177,81,402,96,402,
97,177,112,177,97,402,112,402,
113,177,128,177,113,402,128,402,
129,177,144,177,129,402,144,402,
145,177,160,177,145,402,160,402,
161,177,176,177,161,402,176,402,
177,177,192,177,177,402,192,402,
193,177,208,177,193,402,208,402,
209,177,224,177,209,402,224,402,
225,177,240,177,225,402,240,402,
241,177,256,177,241,402,256,402,
257,177,272,177,257,402,272,402,
273,177,288,177,273,402,288,402,
289,177,304,177,289,402,304,402,
305,177,320,177,305,402,320,402,
321,177,336,177,321,402,336,402,
337,177,352,177,337,402,352,402,
353,177,368,177,353,402,368,402,
369,177,384,177,369,402,384,402,
385,177,400,177,385,402,400,402,
401,177,416,177,401,402,416,402,
417,177,432,177,417,402,432,402,
433,177,448,177,433,402,448,402,
449,177,464,177,449,402,464,402,
465,177,480,177,465,402,480,402,
481,177,496,177,481,402,496,402,
497,177,512,177,497,402,512,402,
513,177,528,177,513,402,528,402,
529,177,544,177,529,402,544,402,
545,177,560,177,545,402,560,402,
561,177,576,177,561,402,576,402,
577,177,592,177,577,402,592,402,
324,559,339,559,324,600,339,600,
340,559,355,559,340,600,355,600,
356,559,371,559,356,600,371,600,
372,559,387,559,372,600,387,600,
388,559,403,559,388,600,403,600,
404,559,419,559,404,600,419,600,
420,559,435,559,420,600,435,600,
436,559,451,559,436,600,451,600,
452,559,467,559,452,600,467,600,
468,559,483,559,468,600,483,600,
484,559,499,559,484,600,499,600,
500,559,515,559,500,600,515,600,
