7,120,22,120,7,198,22,198,
23,120,38,120,23,198,38,198,
39,120,54,120,39,198,54,198,
55,120,70,120,55,198,70,198,
71,120,86,120,71,198,86,198,
87,120,102,120,87,198,102,198,
103,120,118,120,103,198,118,198,
119,120,134,120,119,198,134,198,
135,120,150,120,135,198,150,198,
151,120,166,120,151,198,166,198,
167,120,182,120,167,198,182,198,
183,120,198,120,183,198,198,198,
199,120,214,120,199,198,214,198,
215,120,230,120,215,198,230,198,
231,120,246,120,231,198,246,198,
250,147,265,147,250,198,265,198,
266,147,281,147,266,198,281,198,
282,147,297,147,282,198,297,198,
298,147,313,147,298,198,313,198,
314,147,329,147,314,198,329,198,
330,147,345,147,330,198,345,198,
346,147,361,147,346,198,361,198,
362,147,377,147,362,198,377,198,
378,147,393,147,378,198,393,198,
394,147,409,147,394,198,409,198,
410,147,425,147,410,198,425,198,
426,147,441,147,426,198,441,198,
442,147,457,147,442,198,457,198,
458,147,473,147,458,198,473,198,
474,147,489,147,474,198,489,198,
490,147,505,147,490,198,505,198,
506,147,521,147,506,198,521,198,
522,147,537,147,522,198,537,198,
538,147,553,147,538,198,553,198,
554,147,569,147,554,198,569,198,
249,313,264,313,249,369,264,369,
265,313,280,313,265,369,280,369,
281,313,296,313,281,369,296,369,
297,313,312,313,297,369,312,369,
313,313,328,313,313,369,328,369,
329,313,344,313,329,369,344,369,
345,313,360,313,345,369,360,369,
361,313,376,313,361,369,376,369,
377,313,392,313,377,369,392,369,
393,313,408,313,393,369,408,369,
409,313,424,313,409,369,424,369,
425,313,440,313,425,369,440,369,
441,313,456,313,441,369,456,369,
457,313,472,313,457,369,472,369,
473,313,488,313,473,369,488,369,
489,313,504,313,489,369,504,369,
505,313,520,313,505,369,520,369,
521,313,536,313,521,369,536,369,
537,313,552,313,537,369,552,369,
240,219,255,219,240,240,255,240,
256,219,271,219,256,240,271,240,
272,219,287,219,272,240,287,240,
288,219,303,219,288,240,303,240,
304,219,319,219,304,240,319,240,
320,219,335,219,320,240,335,240,
242,243,257,243,242,265,257,265,
258,243,273,243,258,265,273,265,
572,117,587,117,572,278,587,278,
588,117,603,117,588,278,603,278,
604,117,619,117,604,278,619,278,
620,117,635,117,620,278,635,278,
636,117,651,117,636,278,651,278,
652,117,667,117,652,278,667,278,
668,117,683,117,668,278,683,278,
684,117,699,117,684,278,699,278,
700,117,715,117,700,278,715,278,
716,117,731,117,716,278,731,278,
732,117,747,117,732,278,747,278,
748,117,763,117,748,278,763,278,
334,218,349,218,334,237,349,237,
350,218,365,218,350,237,365,237,
366,218,381,218,366,237,381,237,
380,216,395,216,380,239,395,239,
396,216,411,216,396,239,411,239,
412,216,427,216,412,239,427,239,
428,216,443,216,428,239,443,239,
444,216,459,216,444,239,459,239,
460,216,475,216,460,239,475,239,
476,216,491,216,476,239,491,239,
492,216,507,216,492,239,507,239,
507,215,522,215,507,235,522,235,
523,215,538,215,523,235,538,235,
539,215,554,215,539,235,554,235,
555,215,570,215,555,235,570,235,
571,215,586,215,571,235,586,235,
587,215,602,215,587,235,602,235,
603,215,618,215,603,235,618,235,
276,243,291,243,276,263,291,263,
292,243,307,243,292,263,307,263,
308,243,323,243,308,263,323,263,
324,243,339,243,324,263,339,263,
340,243,355,243,340,263,355,263,
352,243,367,243,352,262,367,262,
368,243,383,243,368,262,383,262,
384,243,399,243,384,262,399,262,
400,243,415,243,400,262,415,262,
416,243,431,243,416,262,431,262,
432,243,447,243,432,262,447,262,
442,242,457,242,442,260,457,260,
458,242,473,242,458,260,473,260,
466,241,481,241,466,260,481,260,
482,241,497,241,482,260,497,260,
498,241,513,241,498,260,513,260,
514,241,529,241,514,260,529,260,
530,241,545,241,530,260,545,260,
546,241,561,241,546,260,561,260,
560,240,575,240,560,260,575,260,
576,240,591,240,576,260,591,260,
592,240,607,240,592,260,607,260,
608,240,623,240,608,260,623,260,
