117,194,132,194,117,238,132,238,
133,194,148,194,133,238,148,238,
149,194,164,194,149,238,164,238,
165,194,180,194,165,238,180,238,
181,194,196,194,181,238,196,238,
197,194,212,194,197,238,212,238,
213,194,228,194,213,238,228,238,
229,194,244,194,229,238,244,238,
245,194,260,194,245,238,260,238,
261,194,276,194,261,238,276,238,
290,195,305,195,290,238,305,238,
306,195,321,195,306,238,321,238,
322,195,337,195,322,238,337,238,
338,195,353,195,338,238,353,238,
354,195,369,195,354,238,369,238,
370,195,385,195,370,238,385,238,
386,195,401,195,386,238,401,238,
402,195,417,195,402,238,417,238,
418,195,433,195,418,238,433,238,
434,195,449,195,434,238,449,238,
450,195,465,195,450,238,465,238,
466,195,481,195,466,238,481,238,
490,194,505,194,490,236,505,236,
506,194,521,194,506,236,521,236,
522,194,537,194,522,236,537,236,
538,194,553,194,538,236,553,236,
554,194,569,194,554,236,569,236,
570,194,585,194,570,236,585,236,
586,194,601,194,586,236,601,236,
602,194,617,194,602,236,617,236,
618,194,633,194,618,236,633,236,
634,194,649,194,634,236,649,236,
650,194,665,194,650,236,665,236,
666,194,681,194,666,236,681,236,
90,260,105,260,90,296,105,296,
106,260,121,260,106,296,121,296,
122,260,137,260,122,296,137,296,
138,260,153,260,138,296,153,296,
154,260,169,260,154,296,169,296,
170,260,185,260,170,296,185,296,
186,260,201,260,186,296,201,296,
202,260,217,260,202,296,217,296,
218,260,233,260,218,296,233,296,
244,262,259,262,244,296,259,296,
260,262,275,262,260,296,275,296,
276,262,291,262,276,296,291,296,
292,262,307,262,292,296,307,296,
308,262,323,262,308,296,323,296,
324,262,339,262,324,296,339,296,
340,262,355,262,340,296,355,296,
356,262,371,262,356,296,371,296,
372,262,387,262,372,296,387,296,
393,261,408,261,393,296,408,296,
409,261,424,261,409,296,424,296,
425,261,440,261,425,296,440,296,
441,261,456,261,441,296,456,296,
457,261,472,261,457,296,472,296,
473,261,488,261,473,296,488,296,
489,261,504,261,489,296,504,296,
505,261,520,261,505,296,520,296,
521,261,536,261,521,296,536,296,
537,261,552,261,537,296,552,296,
553,261,568,261,553,296,568,296,
569,261,584,261,569,296,584,296,
592,261,607,261,592,298,607,298,
608,261,623,261,608,298,623,298,
630,260,645,260,630,294,645,294,
646,260,661,260,646,294,661,294,
662,260,677,260,662,294,677,294,
678,260,693,260,678,294,693,294,
694,260,709,260,694,294,709,294,
115,356,130,356,115,385,130,385,
131,356,146,356,131,385,146,385,
149,356,164,356,149,386,164,386,
165,356,180,356,165,386,180,386,
181,356,196,356,181,386,196,386,
197,356,212,356,197,386,212,386,
213,356,228,356,213,386,228,386,
229,356,244,356,229,386,244,386,
245,356,260,356,245,386,260,386,
261,356,276,356,261,386,276,386,
277,356,292,356,277,386,292,386,
293,356,308,356,293,386,308,386,
314,354,329,354,314,385,329,385,
330,354,345,354,330,385,345,385,
346,354,361,354,346,385,361,385,
362,354,377,354,362,385,377,385,
378,354,393,354,378,385,393,385,
400,368,415,368,400,372,415,372,
423,354,438,354,423,384,438,384,
439,354,454,354,439,384,454,384,
458,356,473,356,458,392,473,392,
474,356,489,356,474,392,489,392,
490,356,505,356,490,392,505,392,
506,356,521,356,506,392,521,392,
522,356,537,356,522,392,537,392,
538,356,553,356,538,392,553,392,
554,356,569,356,554,392,569,392,
570,356,585,356,570,392,585,392,
586,356,601,356,586,392,601,392,
604,355,619,355,604,385,619,385,
620,355,635,355,620,385,635,385,
636,355,651,355,636,385,651,385,
652,355,667,355,652,385,667,385,
668,355,683,355,668,385,683,385,
240,399,255,399,240,429,255,429,
256,399,271,399,256,429,271,429,
272,399,287,399,272,429,287,429,
297,398,312,398,297,428,312,428,
313,398,328,398,313,428,328,428,
329,398,344,398,329,428,344,428,
345,398,360,398,345,428,360,428,
361,398,376,398,361,428,376,428,
377,398,392,398,377,428,392,428,
397,406,412,406,397,427,412,427,
413,406,428,406,413,427,428,427,
430,398,445,398,430,427,445,427,
446,398,461,398,446,427,461,427,
462,398,477,398,462,427,477,427,
478,398,493,398,478,427,493,427,
494,398,509,398,494,427,509,427,
510,398,525,398,510,427,525,427,
526,398,541,398,526,427,541,427,
542,398,557,398,542,427,557,427,
277,450,292,450,277,471,292,471,
293,450,308,450,293,471,308,471,
309,450,324,450,309,471,324,471,
325,450,340,450,325,471,340,471,
344,439,359,439,344,475,359,475,
360,439,375,439,360,475,375,475,
376,439,391,439,376,475,391,475,
392,439,407,439,392,475,407,475,
408,439,423,439,408,475,423,475,
424,439,439,439,424,475,439,475,
440,439,455,439,440,475,455,475,
456,439,471,439,456,475,471,475,
472,439,487,439,472,475,487,475,
488,439,503,439,488,475,503,475,
504,439,519,439,504,475,519,475,
446,485,461,485,446,554,461,554,
462,485,477,485,462,554,477,554,
478,485,493,485,478,554,493,554,
494,485,509,485,494,554,509,554,
510,485,525,485,510,554,525,554,
526,485,541,485,526,554,541,554,
542,485,557,485,542,554,557,554,
558,485,573,485,558,554,573,554,
574,485,589,485,574,554,589,554,
588,452,603,452,588,499,603,499,
604,452,619,452,604,499,619,499,
620,452,635,452,620,499,635,499,
636,452,651,452,636,499,651,499,
652,452,667,452,652,499,667,499,
668,452,683,452,668,499,683,499,
473,549,488,549,473,588,488,588,
489,549,504,549,489,588,504,588,
505,549,520,549,505,588,520,588,
521,549,536,549,521,588,536,588,
537,549,552,549,537,588,552,588,
551,502,566,502,551,565,566,565,
567,502,582,502,567,565,582,565,
583,502,598,502,583,565,598,565,
599,502,614,502,599,565,614,565,
615,502,630,502,615,565,630,565,
631,502,646,502,631,565,646,565,
647,502,662,502,647,565,662,565,
663,502,678,502,663,565,678,565,
679,502,694,502,679,565,694,565,
