154,126,169,126,154,181,169,181,
170,126,185,126,170,181,185,181,
186,126,201,126,186,181,201,181,
202,126,217,126,202,181,217,181,
218,126,233,126,218,181,233,181,
234,126,249,126,234,181,249,181,
250,126,265,126,250,181,265,181,
225,254,240,254,225,413,240,413,
241,254,256,254,241,413,256,413,
213,357,228,357,213,427,228,427,
373,145,388,145,373,286,388,286,
389,145,404,145,389,286,404,286,
405,145,420,145,405,286,420,286,
421,145,436,145,421,286,436,286,
437,145,452,145,437,286,452,286,
453,145,468,145,453,286,468,286,
469,145,484,145,469,286,484,286,
485,145,500,145,485,286,500,286,
501,145,516,145,501,286,516,286,
621,153,636,153,621,278,636,278,
637,153,652,153,637,278,652,278,
653,153,668,153,653,278,668,278,
669,153,684,153,669,278,684,278,
685,153,700,153,685,278,700,278,
701,153,716,153,701,278,716,278,
375,316,390,316,375,438,390,438,
391,316,406,316,391,438,406,438,
407,316,422,316,407,438,422,438,
423,316,438,316,423,438,438,438,
439,316,454,316,439,438,454,438,
455,316,470,316,455,438,470,438,
471,316,486,316,471,438,486,438,
487,316,502,316,487,438,502,438,
503,316,518,316,503,438,518,438,
628,303,643,303,628,424,643,424,
644,303,659,303,644,424,659,424,
660,303,675,303,660,424,675,424,
676,303,691,303,676,424,691,424,
692,303,707,303,692,424,707,424,
402,504,417,504,402,533,417,533,
418,504,433,504,418,533,433,533,
434,504,449,504,434,533,449,533,
450,504,465,504,450,533,465,533,
466,504,481,504,466,533,481,533,
510,487,525,487,510,531,525,531,
526,487,541,487,526,531,541,531,
542,487,557,487,542,531,557,531,
558,487,573,487,558,531,573,531,
574,487,589,487,574,531,589,531,
590,487,605,487,590,531,605,531,
606,487,621,487,606,531,621,531,
622,487,637,487,622,531,637,531,
638,487,653,487,638,531,653,531,
649,470,664,470,649,503,664,503,
665,470,680,470,665,503,680,503,
681,470,696,470,681,503,696,503,
697,470,712,470,697,503,712,503,
