254,38,269,38,254,136,269,136,
270,38,285,38,270,136,285,136,
286,38,301,38,286,136,301,136,
302,38,317,38,302,136,317,136,
318,38,333,38,318,136,333,136,
334,38,349,38,334,136,349,136,
350,38,365,38,350,136,365,136,
363,66,378,66,363,186,378,186,
379,66,394,66,379,186,394,186,
395,66,410,66,395,186,410,186,
411,66,426,66,411,186,426,186,
427,66,442,66,427,186,442,186,
443,66,458,66,443,186,458,186,
459,66,474,66,459,186,474,186,
475,66,490,66,475,186,490,186,
491,66,506,66,491,186,506,186,
507,66,522,66,507,186,522,186,
523,66,538,66,523,186,538,186,
547,118,562,118,547,231,562,231,
563,118,578,118,563,231,578,231,
579,118,594,118,579,231,594,231,
595,118,610,118,595,231,610,231,
611,118,626,118,611,231,626,231,
627,118,642,118,627,231,642,231,
643,118,658,118,643,231,658,231,
675,150,690,150,675,257,690,257,
691,150,706,150,691,257,706,257,
707,150,722,150,707,257,722,257,
723,150,738,150,723,257,738,257,
267,120,282,120,267,193,282,193,
283,120,298,120,283,193,298,193,
299,120,314,120,299,193,314,193,
315,120,330,120,315,193,330,193,
331,120,346,120,331,193,346,193,
347,120,362,120,347,193,362,193,
375,157,390,157,375,271,390,271,
391,157,406,157,391,271,406,271,
407,157,422,157,407,271,422,271,
423,157,438,157,423,271,438,271,
439,157,454,157,439,271,454,271,
455,157,470,157,455,271,470,271,
471,157,486,157,471,271,486,271,
487,157,502,157,487,271,502,271,
503,157,518,157,503,271,518,271,
519,157,534,157,519,271,534,271,
535,157,550,157,535,271,550,271,
551,157,566,157,551,271,566,271,
