237,241,252,241,237,287,252,287,
253,241,268,241,253,287,268,287,
269,241,284,241,269,287,284,287,
285,241,300,241,285,287,300,287,
301,241,316,241,301,287,316,287,
317,241,332,241,317,287,332,287,
333,241,348,241,333,287,348,287,
349,241,364,241,349,287,364,287,
365,241,380,241,365,287,380,287,
381,241,396,241,381,287,396,287,
397,241,412,241,397,287,412,287,
413,241,428,241,413,287,428,287,
250,283,265,283,250,300,265,300,
266,283,281,283,266,300,281,300,
282,283,297,283,282,300,297,300,
298,283,313,283,298,300,313,300,
314,283,329,283,314,300,329,300,
333,279,348,279,333,296,348,296,
349,279,364,279,349,296,364,296,
365,279,380,279,365,296,380,296,
381,279,396,279,381,296,396,296,
397,279,412,279,397,296,412,296,
107,228,122,228,107,231,122,231,
