230,504,245,504,230,517,245,517,
246,504,261,504,246,517,261,517,
262,504,277,504,262,517,277,517,
278,504,293,504,278,517,293,517,
294,504,309,504,294,517,309,517,
310,504,325,504,310,517,325,517,
326,504,341,504,326,517,341,517,
342,504,357,504,342,517,357,517,
246,530,261,530,246,549,261,549,
262,530,277,530,262,549,277,549,
278,530,293,530,278,549,293,549,
294,530,309,530,294,549,309,549,
310,530,325,530,310,549,325,549,
326,530,341,530,326,549,341,549,
230,559,245,559,230,573,245,573,
246,559,261,559,246,573,261,573,
262,559,277,559,262,573,277,573,
278,559,293,559,278,573,293,573,
294,559,309,559,294,573,309,573,
310,559,325,559,310,573,325,573,
326,559,341,559,326,573,341,573,
342,559,357,559,342,573,357,573,
237,576,252,576,237,589,252,589,
253,576,268,576,253,589,268,589,
269,576,284,576,269,589,284,589,
285,576,300,576,285,589,300,589,
301,576,316,576,301,589,316,589,
317,576,332,576,317,589,332,589,
333,576,348,576,333,589,348,589,
237,590,252,590,237,603,252,603,
253,590,268,590,253,603,268,603,
269,590,284,590,269,603,284,603,
285,590,300,590,285,603,300,603,
301,590,316,590,301,603,316,603,
317,590,332,590,317,603,332,603,
333,590,348,590,333,603,348,603,
