216,378,231,378,216,406,231,406,
232,378,247,378,232,406,247,406,
248,378,263,378,248,406,263,406,
264,378,279,378,264,406,279,406,
280,378,295,378,280,406,295,406,
296,378,311,378,296,406,311,406,
312,378,327,378,312,406,327,406,
328,378,343,378,328,406,343,406,
229,407,244,407,229,456,244,456,
245,407,260,407,245,456,260,456,
261,407,276,407,261,456,276,456,
277,407,292,407,277,456,292,456,
293,407,308,407,293,456,308,456,
309,407,324,407,309,456,324,456,
325,407,340,407,325,456,340,456,
449,125,464,125,449,136,464,136,
465,125,480,125,465,136,480,136,
481,125,496,125,481,136,496,136,
497,125,512,125,497,136,512,136,
445,136,460,136,445,146,460,146,
461,136,476,136,461,146,476,146,
477,136,492,136,477,146,492,146,
493,136,508,136,493,146,508,146,
441,152,456,152,441,157,456,157,
456,151,471,151,456,156,471,156,
472,151,487,151,472,156,487,156,
486,151,501,151,486,156,501,156,
502,151,517,151,502,156,517,156,
486,157,501,157,486,161,501,161,
502,157,517,157,502,161,517,161,
457,157,472,157,457,161,472,161,
473,157,488,157,473,161,488,161,
442,158,457,158,442,162,457,162,
458,164,473,164,458,169,473,169,
473,163,488,163,473,168,488,168,
489,163,504,163,489,168,504,168,
458,171,473,171,458,175,473,175,
470,170,485,170,470,175,485,175,
486,170,501,170,486,175,501,175,
461,178,476,178,461,183,476,183,
470,178,485,178,470,183,485,183,
486,178,501,178,486,183,501,183,
453,185,468,185,453,191,468,191,
462,184,477,184,462,189,477,189,
478,184,493,184,478,189,493,189,
494,184,509,184,494,189,509,189,
459,192,474,192,459,196,474,196,
470,192,485,192,470,196,485,196,
486,192,501,192,486,196,501,196,
